"","id_plot","av_annual_pp","av_annual_mean_tp","av_annual_min_tp","av_annual_max_tp","int","t0","t1"
"3416",9204101201,1164,2.95,-2.695,8.595,11,"C","C"
"3417",9204101401,1122.5,3.21,-2.49,8.92,11,"D","D"
"3418",9204101402,1141,2.925,-2.76,8.615,11,"M","M"
"3419",9204101501,1155,2.965,-2.755,8.69,11,"C","C"
"3420",9204200101,1064,3.19,-2.62,9.01,11,"T","T"
"3421",9204200202,1101.5,3.41,-2.48,9.3,11,"D","M"
"3422",9204200401,1090,2.68,-3.175,8.535,11,"M","M"
"3423",9204200502,1068.5,3.145,-2.77,9.06,11,"D","D"
"3424",9204200602,1163.5,2.21,-3.7,8.13,11,"D","D"
"3425",9204200702,1083.5,3.38,-2.63,9.39,11,"T","T"
"3426",9204200801,1074.5,3.4,-2.59,9.4,11,"D","D"
"3427",9204200802,1076.5,3.37,-2.625,9.37,11,"D","D"
"3428",9204200901,1081.5,3.115,-2.985,9.215,11,"C","M"
"3429",9204200902,1081.5,3.115,-2.995,9.215,11,"T","M"
"3430",9204201002,1085.5,2.885,-3.27,9.035,11,"M","M"
"3431",9204201101,1092,1.855,-4.11,7.825,11,"D","D"
"3432",9204201202,1083.5,1.83,-4.225,7.885,11,"C","M"
"3433",9204300102,1002,-0.29,-6.11,5.525,15,"C","C"
"3434",9204300301,996.5,-0.26,-6.1,5.58,15,"C","C"
"3435",9204300302,996.5,-0.26,-6.105,5.575,15,"M","C"
"3436",9204300401,1008,-0.44,-6.265,5.39,15,"C","C"
"3437",9204300402,1003,-0.37,-6.205,5.46,15,"C","C"
"3438",9204300501,993,-0.235,-6.08,5.62,15,"C","C"
"3439",9204300601,976.5,-0.125,-5.995,5.755,15,"M","C"
"3440",9204300801,993,-0.43,-6.285,5.42,15,"C","C"
"3441",9204300802,1000,-0.535,-6.375,5.305,15,"C","C"
"3442",9204301001,1008,0.635,-4.925,6.205,18,"C","C"
"3443",9204301002,1004.5,0.695,-4.875,6.265,18,"C","C"
"3444",9204301201,977.5,1.015,-4.61,6.635,18,"C","C"
"3445",9204301202,977.5,1.015,-4.61,6.635,18,"C","C"
"3446",9204301302,939,1.675,-3.96,7.315,18,"M","C"
"3447",9204301502,968.5,1.085,-4.55,6.715,18,"C","C"
"3448",9204301601,947,1.48,-4.165,7.13,18,"T","T"
"3449",9204301701,971.5,1.02,-4.605,6.645,18,"C","C"
"3450",9204301702,971.5,1.025,-4.595,6.65,18,"C","C"
"3451",9204301801,965,1.115,-4.52,6.74,18,"T","C"
"3452",9204301901,951,1.38,-4.27,7.035,18,"T","T"
"3453",9204301902,951,1.38,-4.27,7.035,18,"C","C"
"3454",9204302001,958,1.205,-4.445,6.855,18,"T","T"
"3455",9204302002,980.5,0.845,-4.765,6.455,18,"C","C"
"3456",9204302101,968.5,1.01,-4.585,6.61,18,"C","C"
"3458",9204302201,917,2.065,-3.62,7.755,18,"C","C"
"3459",9204302202,920,2.01,-3.67,7.695,18,"C","C"
"3460",9204302301,920,2.01,-3.67,7.695,18,"C","C"
"3461",9204302302,920,2.01,-3.67,7.695,18,"C","C"
"3462",9204302401,941,1.51,-4.16,7.175,18,"T","C"
"3463",9204302502,963.5,1.06,-4.55,6.665,18,"C","C"
"3464",9204302701,962.5,1.065,-4.565,6.695,18,"C","C"
"3465",9204302702,962.5,1.055,-4.565,6.685,18,"C","C"
"3466",9204302801,959,1.09,-4.56,6.745,18,"M","C"
"3467",9204302802,959,1.095,-4.56,6.745,18,"T","C"
"3468",9204303001,952.5,1.44,-4.195,7.07,18,"T","T"
"3469",9204303002,942.5,1.6,-4.05,7.25,18,"T","M"
"3470",9204303101,967,0.875,-4.705,6.46,18,"C","C"
"3471",9204303301,979.5,0.92,-4.67,6.51,18,"T","M"
"3472",9204303302,979.5,0.92,-4.67,6.51,18,"T","T"
"3473",9204303401,976.5,0.955,-4.64,6.555,18,"T","C"
"3474",9204303402,970,1.065,-4.54,6.675,18,"C","C"
"3475",9204303502,974,0.745,-4.815,6.305,18,"M","C"
"3476",9204303601,946,1.47,-4.17,7.11,18,"T","T"
"3477",9204303602,946.5,1.47,-4.165,7.11,18,"C","C"
"3478",9204303801,961.5,1.29,-4.32,6.895,18,"C","C"
"3479",9204303802,952,1.445,-4.175,7.07,18,"C","C"
"3480",9204304102,969,1.035,-4.565,6.635,18,"T","M"
"3481",9204304201,975,0.755,-4.835,6.355,18,"C","C"
"3482",9204304202,975,0.755,-4.835,6.35,18,"C","M"
"3484",9204304401,985,0.58,-4.995,6.15,18,"M","M"
"3485",9204304402,990,0.5,-5.065,6.07,18,"C","C"
"3486",9204304501,976.5,0.625,-4.93,6.18,18,"M","C"
"3487",9204304502,973.5,0.685,-4.875,6.245,18,"C","C"
"3488",9204304701,993.5,0.525,-5.03,6.075,18,"C","C"
"3489",9204304702,994,0.525,-5.03,6.075,18,"T","C"
"3490",9204304801,975.5,0.625,-4.91,6.155,18,"C","C"
"3492",9204305401,1006,0.135,-5.37,5.65,18,"T","C"
"3493",9204305602,999.5,0.365,-5.14,5.865,18,"C","C"
"3494",9204305702,986.5,0.43,-5.095,5.955,18,"C","C"
"3495",9204400301,976.5,1.495,-4.185,7.18,18,"C","C"
"3496",9204400302,976,1.49,-4.19,7.18,18,"C","T"
"3497",9204400401,974,1.51,-4.175,7.195,18,"M","M"
"3498",9204400502,996.5,1.165,-4.49,6.82,18,"M","M"
"3499",9204400601,975,1.46,-4.225,7.15,18,"T","M"
"3500",9204400801,970,0.12,-5.775,6.015,15,"C","C"
"3501",9204400802,969.5,0.115,-5.775,6.015,15,"T","T"
"3502",9204400901,957.5,1.585,-4.09,7.26,18,"C","C"
"3503",9204400902,957.5,1.585,-4.09,7.26,18,"C","C"
"3504",9204401202,959,1.57,-4.115,7.255,18,"C","C"
"3505",9204401401,973,1.37,-4.305,7.05,18,"C","C"
"3506",9204401402,974.5,1.35,-4.325,7.025,18,"C","C"
"3507",9204401701,975.5,-0.05,-5.935,5.835,15,"C","C"
"3508",9204401702,973.5,-0.03,-5.915,5.855,15,"C","C"
"3509",9204402101,979.5,1.225,-4.425,6.875,18,"C","C"
"3510",9204402102,973.5,1.325,-4.335,6.98,18,"C","C"
"3511",9204402501,984,1.125,-4.515,6.77,18,"C","C"
"3512",9204402502,981,1.18,-4.465,6.83,18,"C","C"
"3513",9204402702,991,-0.38,-6.24,5.48,15,"C","M"
"3514",9204403001,957.5,0.12,-5.79,6.035,15,"C","C"
"3515",9204403002,957.5,0.12,-5.79,6.035,15,"C","C"
"3516",9204403901,974.5,-0.205,-6.09,5.675,15,"M","M"
"3517",9204403902,974.5,-0.215,-6.09,5.67,15,"C","C"
"3518",9204404201,973,-0.185,-6.075,5.705,15,"C","C"
"3519",9204404202,967.5,-0.1,-5.995,5.795,15,"T","C"
"3520",9204404302,992,0.855,-4.755,6.46,18,"C","C"
"3521",9204404601,967,-0.09,-5.99,5.815,15,"C","C"
"3522",9204404701,992,0.835,-4.77,6.44,18,"C","C"
"3523",9204404702,998.5,0.735,-4.86,6.33,18,"C","C"
"3524",9204405801,961,0,-5.83,5.825,15,"C","C"
"3525",9204500101,946.5,0.54,-5.345,6.425,15,"C","C"
"3526",9204500102,946.5,0.54,-5.35,6.42,15,"M","M"
"3527",9204500201,938.5,0.415,-5.415,6.245,15,"C","C"
"3528",9204500202,941,0.36,-5.465,6.185,15,"C","C"
"3529",9204500401,894,0.745,-5.095,6.59,15,"C","C"
"3530",9204500501,944.5,0.505,-5.375,6.375,15,"C","C"
"3531",9204500502,945.5,0.485,-5.385,6.36,15,"C","C"
"3532",9204500601,944.5,0.47,-5.39,6.325,15,"M","C"
"3533",9204500602,945.5,0.45,-5.41,6.31,15,"T","M"
"3534",9204500701,946,0.38,-5.455,6.225,15,"C","C"
"3535",9204500702,939.5,0.48,-5.365,6.335,15,"C","C"
"3536",9204500801,938,0.34,-5.47,6.15,15,"C","C"
"3537",9204500802,938,0.335,-5.48,6.145,15,"T","T"
"3538",9204500901,944,0.205,-5.595,6,15,"C","C"
"3539",9204500902,944,0.205,-5.595,6,15,"C","C"
"3540",9204501001,915,0.485,-5.33,6.295,15,"M","T"
"3542",9204501102,923,0.6,-5.23,6.435,15,"C","C"
"3543",9204501202,933.5,0.4,-5.415,6.215,15,"T","C"
"3544",9204501302,950.5,0.425,-5.455,6.31,15,"M","M"
"3545",9204501401,897.5,0.73,-5.1,6.555,15,"C","C"
"3546",9204501402,897.5,0.73,-5.1,6.565,15,"C","C"
"3547",9204501502,952,0.43,-5.465,6.325,15,"C","C"
"3548",9204501701,947.5,0.33,-5.5,6.16,15,"C","C"
"3549",9204501702,951.5,0.255,-5.565,6.08,15,"C","C"
"3550",9204501801,931,0.26,-5.525,6.05,15,"C","C"
"3551",9204501802,925.5,0.37,-5.43,6.17,15,"C","M"
"3552",9204501901,955.5,0.37,-5.52,6.255,15,"C","C"
"3553",9204502001,948.5,0.43,-5.445,6.305,15,"C","C"
"3554",9204502101,941,0.12,-5.655,5.89,15,"C","C"
"3555",9204502201,912,0.52,-5.285,6.325,15,"C","C"
"3556",9204502202,912,0.53,-5.275,6.335,15,"C","C"
"3557",9204502701,945,0.38,-5.465,6.22,15,"C","C"
"3558",9204502801,950,0.365,-5.5,6.235,15,"C","C"
"3559",9204502902,948.5,0.315,-5.52,6.16,15,"M","C"
"3560",9204503001,947,0.29,-5.53,6.115,15,"C","C"
"3561",9204503101,953.5,-0.01,-5.775,5.75,15,"M","C"
"3562",9204503102,954,-0.015,-5.775,5.75,15,"C","C"
"3564",9204503302,950,-0.085,-5.825,5.66,15,"C","C"
"3565",9204503501,952.5,0.295,-5.565,6.165,15,"C","C"
"3566",9204503602,946.5,0.225,-5.58,6.025,15,"C","T"
"3567",9204503801,944.5,0.3,-5.525,6.12,15,"M","C"
"3569",9204504102,930,0.26,-5.495,6.01,15,"C","C"
"3571",9204504302,950.5,0.245,-5.6,6.08,15,"C","C"
"3572",9204504601,953,0.19,-5.645,6.025,15,"C","C"
"3573",9204504702,917.5,0.375,-5.365,6.115,15,"C","C"
"3575",9204504901,954,0.175,-5.66,6.01,15,"C","C"
"3576",9204505101,958,-0.045,-5.815,5.715,15,"C","C"
"3577",9204505102,955,0,-5.765,5.77,15,"C","C"
"3578",9204505301,954.5,0.045,-5.74,5.835,15,"C","C"
"3579",9204505302,954.5,0.05,-5.74,5.845,15,"T","T"
"3580",9204505401,956,-0.045,-5.815,5.715,15,"C","C"
"3581",9204505502,935.5,0.215,-5.55,5.98,15,"C","C"
"3582",9204505802,893,0.62,-5.095,6.33,15,"C","M"
"3583",9204505901,953,-0.075,-5.83,5.68,15,"C","C"
"3584",9204505902,951,-0.04,-5.805,5.715,15,"C","C"
"3585",9204600101,934,0.12,-5.61,5.845,15,"C","C"
"3586",9204600201,948.5,0,-5.765,5.775,15,"C","C"
"3587",9204600202,946.5,0.04,-5.73,5.815,15,"C","C"
"3588",9204600301,904.5,0.415,-5.295,6.125,15,"C","C"
"3589",9204600302,909.5,0.33,-5.37,6.03,15,"C","C"
"3592",9204601102,954.5,-0.12,-5.895,5.66,15,"C","C"
"3593",9204601501,943.5,-0.085,-5.855,5.69,15,"M","C"
"3594",9204700501,967.5,0.835,-4.69,6.365,18,"C","C"
"3597",9204701401,1001.5,-0.12,-5.55,5.31,18,"C","C"
"3598",9204701402,995.5,-0.01,-5.455,5.43,18,"C","C"
"3599",9204701501,989.5,0.0699999999999998,-5.375,5.52,18,"C","C"
"3600",9204702001,971,0.275,-5.2,5.745,18,"C","C"
"3601",9204702002,971,0.275,-5.195,5.75,18,"C","C"
"3602",9204702401,982.5,-0.00500000000000012,-5.445,5.43,18,"T","C"
"3603",9204800101,967,0.55,-4.975,6.08,18,"C","C"
"3604",9204800102,967,0.545,-4.98,6.075,18,"C","C"
"3605",9204800201,963.5,0.575,-4.95,6.105,18,"C","C"
"3606",9204800202,963.5,0.575,-4.95,6.1,18,"C","C"
"3607",9204800301,985,0.445,-5.035,5.925,18,"C","C"
"3609",9204800401,987.5,0.285,-5.19,5.765,18,"C","C"
"3610",9204800402,984,0.355,-5.13,5.835,18,"C","C"
"3611",9204800701,971.5,0.315,-5.17,5.805,18,"C","C"
"3612",9204800702,973.5,0.275,-5.21,5.76,18,"C","C"
"3615",9204801001,994,0.00500000000000012,-5.445,5.46,18,"C","C"
"3616",9204801002,994,0.00500000000000012,-5.445,5.46,18,"C","M"
"3617",9204801201,985.5,0.0700000000000001,-5.385,5.52,18,"C","C"
"3618",9204801301,991,-0.0549999999999999,-5.5,5.39,18,"C","C"
"3619",9204801501,978,0.26,-5.21,5.72,18,"C","C"
"3620",9204801602,973.5,0.29,-5.175,5.75,18,"C","C"
"3621",9204801701,981.5,-0.00499999999999989,-5.45,5.44,18,"T","T"
"3622",9204801702,981.5,-0.01,-5.455,5.435,18,"C","C"
"3623",9204802002,974,-0.0650000000000002,-5.505,5.37,18,"C","C"
"3624",9204802101,991,-0.41,-5.805,4.98,18,"C","C"
"3625",9204802201,981,-0.325,-5.725,5.08,18,"C","C"
"3626",9204802202,981,-0.325,-5.725,5.08,18,"C","C"
"3627",9204802301,1022.5,-0.88,-6.215,4.455,18,"C","C"
"3628",9204802401,977.5,-0.395,-5.79,5,18,"C","C"
"3629",9204802501,970,-0.365,-5.76,5.035,18,"C","C"
"3630",9204802502,969.5,-0.355,-5.75,5.045,18,"C","C"
"3631",9204802601,981.5,-0.48,-5.86,4.905,18,"C","C"
"3632",9204802602,984.5,-0.535,-5.915,4.84,18,"C","C"
"3633",9204802801,977,-0.49,-5.87,4.895,18,"C","C"
"3634",9204802802,977,-0.49,-5.88,4.89,18,"C","C"
"3635",9204802901,983,-0.53,-5.9,4.85,18,"C","C"
"3636",9204803302,1001.5,-0.92,-6.245,4.41,18,"C","C"
"3637",9204803401,1004.5,-1,-6.32,4.32,18,"C","C"
"3638",9204803402,1002.5,-0.975,-6.3,4.35,18,"C","C"
"3639",9204803601,1000,-0.965,-6.285,4.36,18,"C","C"
"3640",9204803602,1005,-1.045,-6.36,4.265,18,"C","C"
"3641",9204804701,973.5,-1.605,-7.155,3.945,7,"C","C"
"3642",9209500402,1222.5,4.41,-0.84,9.65,16,"D","D"
"3643",9209500701,1408.5,2.14,-2.78,7.065,16,"T","T"
"3644",9209500702,1396.5,2.27,-2.67,7.205,16,"M","M"
"3645",9209500901,1085,4.775,-0.595,10.145,11,"T","M"
"3646",9209500902,1089.5,4.73,-0.64,10.1,11,"D","M"
"3647",9209501001,1122.5,3.615,-1.955,9.185,11,"M","D"
"3648",9209501002,1142.5,3.335,-2.225,8.89,11,"D","D"
"3649",9209501101,1133,3.54,-2.05,9.125,11,"D","D"
"3650",9209501301,1251,3.24,-2.435,8.925,16,"D","D"
"3651",9209501801,1206,4.6,-0.59,9.78,13,"D","D"
"3652",9209501901,1108.5,3.67,-1.915,9.255,18,"M","M"
"3653",9209502102,1357,1.92,-3.17,7.015,11,"M","M"
"3654",9209502401,981.5,1.21,-4.19,6.605,15,"T","T"
"3655",9209502501,843.5,1.39,-4.34,7.115,18,"C","C"
"3656",9209502502,843.5,1.39,-4.335,7.115,18,"C","C"
"3657",9209502601,845.5,1.285,-4.435,7,18,"C","C"
"3658",9209502602,846,1.28,-4.435,7,18,"C","C"
"3659",9209502901,1074,0.905,-3.615,5.43,13,"C","M"
"3660",9209502902,1039.5,1.325,-3.23,5.87,13,"D","D"
"3661",9209600301,1152.5,3.175,-2.44,8.795,11,"C","C"
"3662",9209601001,1005,3.54,-2.225,9.3,11,"M","M"
"3663",9209601101,1001.5,3.55,-2.215,9.32,11,"T","T"
"3664",9209601501,986,3.065,-2.66,8.795,11,"T","T"
"3665",9209601502,995,2.93,-2.79,8.645,11,"T","T"
"3666",9209601601,1162.5,2.275,-3.05,7.595,11,"C","C"
"3668",9209601802,1159,2.16,-3.085,7.4,11,"C","M"
"3669",9209601901,1164,2.06,-3.175,7.295,11,"C","M"
"3670",9209602801,1130.5,2.515,-2.905,7.935,11,"C","C"
"3671",9209603201,1176,1.885,-3.375,7.155,11,"C","C"
"3672",9209603202,1188,1.69,-3.55,6.935,11,"T","C"
"3673",9209603601,1177,2.08,-3.005,7.165,11,"M","M"
"3674",9209603602,1176.5,2.1,-2.985,7.18,11,"C","C"
"3675",9209604402,1171,0.115,-4.78,5.015,11,"C","C"
"3676",9209604701,960,1.24,-4.4,6.885,18,"C","C"
"3677",9209604702,953,1.36,-4.29,7.015,18,"C","C"
"3678",9209604902,973,0.89,-4.71,6.5,18,"C","C"
"3679",9209605001,965.5,1.025,-4.58,6.625,18,"C","C"
"3680",9209605101,977.5,0.815,-4.76,6.39,18,"C","C"
"3681",9209605102,978,0.81,-4.765,6.38,18,"C","C"
"3682",9209800301,1167,3.89,-1.575,9.35,11,"D","C"
"3683",9209800401,1182,3.625,-1.865,9.11,11,"D","D"
"3684",9209800402,1182,3.615,-1.875,9.105,11,"D","D"
"3685",9209800501,1263,3.43,-1.885,8.745,11,"M","M"
"3686",9209800502,1257.5,3.5,-1.82,8.82,11,"M","M"
"3687",9300100101,1221,3.315,-1.87,8.51,9,"M","M"
"3688",9303700401,1188.5,2.39,-3.26,8.045,10,"T","M"
"3691",9303700701,1343.5,1.135,-4.155,6.42,10,"M","M"
"3692",9303700702,1327,1.35,-3.96,6.655,10,"M","T"
"3694",9303701001,1230.5,2.215,-3.265,7.69,10,"M","M"
"3695",9303701302,1192,2.345,-3.165,7.86,10,"C","C"
"3696",9303701401,1277,2.675,-2.505,7.855,10,"M","M"
"3697",9303701501,1171,2.285,-3.29,7.865,10,"M","M"
"3698",9303701902,1181,2.315,-3.205,7.845,10,"M","M"
"3699",9303702202,1183,2.29,-3.15,7.735,10,"T","T"
"3700",9303702302,1152.5,2.37,-3.14,7.885,10,"M","M"
"3701",9303702402,1218.5,2.89,-2.33,8.105,10,"M","M"
"3702",9303702502,1187.5,2.26,-3.145,7.665,10,"C","C"
"3703",9303702702,1182.5,1.87,-3.58,7.31,10,"M","T"
"3704",9303702801,1173,2.21,-3.18,7.605,10,"T","T"
"3705",9303702901,1191.5,2.09,-3.27,7.455,10,"T","M"
"3706",9303703001,1185,2.815,-2.44,8.065,10,"M","M"
"3707",9303703002,1167.5,3.075,-2.175,8.33,10,"D","D"
"3708",9303703101,1159.5,3.29,-1.955,8.53,10,"D","D"
"3709",9303703201,1209.5,1.35,-4.07,6.77,10,"M","T"
"3710",9303703202,1209,1.345,-4.07,6.765,10,"C","C"
"3711",9303703301,1168.5,2.29,-3.075,7.645,10,"C","C"
"3712",9303703402,1159.5,2.25,-3.135,7.635,10,"C","C"
"3713",9303703501,1153.5,2.21,-3.175,7.6,10,"M","C"
"3714",9303703502,1152,2.225,-3.155,7.61,10,"M","C"
"3715",9303703601,1164,2.71,-2.55,7.975,10,"M","M"
"3716",9303703602,1176,2.55,-2.71,7.81,10,"D","D"
"3717",9303703702,1212.5,1.945,-3.325,7.21,10,"T","T"
"3718",9303704001,1124.5,2.565,-2.745,7.87,10,"M","M"
"3719",9303704002,1125,2.565,-2.745,7.875,10,"M","M"
"3720",9303704301,900,3.555,-1.595,8.7,8,"M","C"
"3721",9303704502,1173,1.355,-3.905,6.615,10,"C","C"
"3722",9303704601,1148,1.77,-3.34,6.88,7,"C","C"
"3723",9303704602,1135,1.92,-3.195,7.045,7,"C","C"
"3724",9303704702,860,3.86,-1.26,8.985,8,"M","M"
"3725",9303704802,1007.5,3.65,-1.505,8.805,7,"M","C"
"3726",9303704901,1168.5,1.39,-3.85,6.635,10,"C","C"
"3727",9303704902,1165,1.43,-3.815,6.68,10,"C","C"
"3728",9303705001,1130,1.875,-3.245,7,7,"T","T"
"3729",9303705002,1130,1.88,-3.245,7,7,"C","C"
"3730",9303705101,1127.5,1.905,-3.2,7.01,7,"C","M"
"3731",9303705502,1010,3.09,-1.95,8.13,7,"T","T"
"3732",9303705901,1010,3.055,-1.96,8.07,7,"M","M"
"3733",9303706101,1154,1.64,-3.55,6.835,10,"T","C"
"3734",9303800302,1215.5,4.375,-0.835,9.585,16,"C","M"
"3735",9303800401,1300,1.855,-3.475,7.19,10,"T","C"
"3736",9303800601,1226.5,2.44,-3.075,7.955,10,"C","C"
"3737",9303800602,1227,2.435,-3.075,7.945,10,"C","C"
"3738",9303800702,1295,2.795,-2.385,7.975,10,"C","C"
"3739",9303800901,1289,3.02,-2.51,8.545,10,"M","M"
"3740",9303801502,1447,1.1,-4.09,6.295,10,"T","T"
"3741",9303801601,1452,0.875,-4.325,6.07,10,"M","M"
"3742",9303801602,1451.5,0.875,-4.325,6.075,10,"M","M"
"3743",9303801701,1443,0.71,-4.515,5.94,10,"C","C"
"3744",9303801702,1442.5,0.71,-4.515,5.935,10,"C","C"
"3745",9303801801,1449,0.885,-4.315,6.08,10,"T","C"
"3746",9303801802,1453.5,0.795,-4.4,5.99,10,"T","M"
"3747",9303801901,1456,0.685,-4.51,5.875,10,"T","T"
"3748",9303801902,1439.5,1.01,-4.195,6.21,10,"T","M"
"3749",9303802002,1445,0.55,-4.66,5.755,10,"M","C"
"3750",9303802102,1085,0.64,-4.335,5.61,10,"C","C"
"3751",9303802201,1095,0.28,-4.73,5.285,10,"C","C"
"3752",9303802202,1095,0.27,-4.74,5.28,10,"C","C"
"3753",9304400102,1048,1.995,-3.83,7.82,10,"T","C"
"3754",9304400201,994,2.055,-3.76,7.865,10,"T","T"
"3755",9304400202,994,2.055,-3.76,7.865,10,"M","M"
"3756",9304400301,982.5,2.02,-3.785,7.825,10,"C","C"
"3757",9304400302,982.5,2.025,-3.78,7.83,10,"C","C"
"3758",9304400401,997.5,1.875,-3.985,7.73,10,"M","D"
"3759",9304900101,1056,2.2,-3.81,8.21,10,"C","C"
"3760",9304900301,1007,1.815,-4.085,7.715,10,"T","T"
"3761",9304900302,1007.5,1.815,-4.08,7.71,10,"T","T"
"3762",9304900401,998,1.835,-4.04,7.705,10,"C","C"
"3763",9304900402,998.5,1.83,-4.04,7.7,10,"M","M"
"3764",9304900502,1017.5,1.735,-4.195,7.665,10,"C","C"
"3765",9304900701,1000.5,1.735,-4.16,7.635,10,"M","T"
"3766",9304900801,994.5,1.74,-4.145,7.625,10,"T","T"
"3767",9304900802,994.5,1.735,-4.15,7.625,10,"M","M"
"3768",9304901101,1002.5,1.66,-4.275,7.6,10,"M","M"
"3769",9304901102,1002,1.66,-4.275,7.6,10,"T","T"
"3770",9304901401,991,1.605,-4.31,7.52,10,"T","T"
"3771",9304901402,991,1.605,-4.31,7.52,10,"T","T"
"3772",9304901501,995,1.495,-4.445,7.435,10,"T","M"
"3773",9304901502,995,1.495,-4.445,7.435,10,"T","T"
"3774",9305000102,891.5,2.425,-3.58,8.435,12,"C","C"
"3775",9305000201,891,2.425,-3.575,8.435,12,"C","C"
"3776",9305000301,1043.5,1.365,-4.73,7.465,10,"T","T"
"3778",9305000502,1042,1.33,-4.77,7.42,10,"T","T"
"3780",9305000702,1045,1.23,-4.845,7.305,10,"C","C"
"3781",9305000801,1051,1.095,-4.96,7.145,10,"C","C"
"3782",9305000802,1051,1.1,-4.955,7.15,10,"T","C"
"3783",9305000901,1007.5,1.435,-4.55,7.415,10,"C","C"
"3784",9305001002,1047.5,1.03,-5.015,7.08,10,"C","C"
"3785",9305001101,1006.5,1.33,-4.65,7.305,10,"M","M"
"3786",9305001201,1001,1.39,-4.59,7.36,10,"C","C"
"3787",9305001202,1001,1.395,-4.58,7.37,10,"C","C"
"3788",9305001301,905.5,1.855,-4.17,7.88,12,"T","T"
"3789",9305001302,905.5,1.865,-4.17,7.89,12,"M","M"
"3790",9305001401,994.5,1.375,-4.595,7.345,10,"C","C"
"3791",9305001501,1041.5,0.985,-5.08,7.045,10,"T","T"
"3792",9305001701,1035,1.01,-5.02,7.05,10,"M","M"
"3793",9305001702,1035,1.01,-5.025,7.045,10,"C","C"
"3794",9305001901,1005.5,1.295,-4.705,7.305,10,"C","C"
"3795",9305001902,1005.5,1.295,-4.705,7.305,10,"C","C"
"3796",9305002002,1035,0.94,-5.085,6.965,10,"C","C"
"3797",9305002101,1045,0.775,-5.23,6.78,10,"M","M"
"3798",9305002201,1049.5,0.675,-5.305,6.66,10,"M","C"
"3799",9305002301,1042.5,0.825,-5.215,6.855,10,"C","C"
"3800",9305002302,1052.5,0.675,-5.345,6.695,10,"T","T"
"3801",9305002501,1026.5,1.03,-5.035,7.1,10,"C","C"
"3802",9305002502,1024,1.07,-4.995,7.145,10,"M","M"
"3803",9305002602,1035.5,0.885,-5.155,6.925,10,"T","T"
"3804",9305002901,1033,0.86,-5.185,6.9,10,"M","M"
"3805",9305003002,999.5,1.02,-4.94,6.97,10,"T","T"
"3806",9305003101,1030.5,0.835,-5.19,6.86,10,"C","C"
"3807",9305003102,1030.5,0.84,-5.185,6.865,10,"C","C"
"3808",9305003301,993.5,1.17,-4.83,7.165,10,"C","C"
"3809",9305003401,998,0.98,-4.98,6.94,10,"M","M"
"3810",9305003402,998,0.975,-4.985,6.935,10,"M","M"
"3811",9305003502,908.5,1.705,-4.365,7.77,12,"T","M"
"3812",9305003902,1022.5,0.89,-5.16,6.93,10,"T","T"
"3813",9305004002,1004,0.97,-5.02,6.96,10,"M","T"
"3814",9305004101,902.5,1.71,-4.36,7.78,12,"T","T"
"3815",9305004401,914.5,1.395,-4.645,7.43,12,"T","T"
"3816",9305004501,1032,0.66,-5.36,6.67,10,"M","C"
"3817",9305004502,1025.5,0.76,-5.265,6.79,10,"C","C"
"3818",9305004601,914,1.655,-4.415,7.725,12,"T","T"
"3819",9305004602,914.5,1.655,-4.415,7.735,12,"T","C"
"3820",9305004701,945,1.285,-4.75,7.32,12,"T","T"
"3821",9305004702,933,1.5,-4.555,7.56,12,"T","M"
"3822",9305004801,909.5,1.69,-4.39,7.77,12,"C","C"
"3823",9305004802,907,1.735,-4.35,7.815,12,"C","C"
"3824",9305005102,970,1.145,-4.885,7.18,12,"C","C"
"3825",9305005201,912.5,1.43,-4.635,7.49,12,"T","M"
"3826",9305005601,924.5,1.29,-4.76,7.335,12,"C","C"
"3827",9305005701,973,1.275,-4.78,7.325,12,"T","T"
"3828",9305005801,980.5,1.025,-4.995,7.045,12,"C","C"
"3829",9305006001,952,1.39,-4.675,7.445,12,"C","C"
"3830",9305006002,952.5,1.39,-4.67,7.45,12,"C","C"
"3831",9305006102,931,1.295,-4.76,7.345,12,"C","C"
"3832",9305006201,966.5,1.13,-4.9,7.165,12,"T","M"
"3833",9305006401,978.5,1.015,-5.005,7.035,12,"C","C"
"3834",9305006701,968.5,0.99,-5.025,7.005,12,"M","C"
"3835",9305006801,954.5,1.29,-4.765,7.34,12,"C","C"
"3837",9305006902,967.5,1.12,-4.915,7.15,12,"C","C"
"3838",9309600101,1124.5,4.505,-0.935,9.94,4,"D","D"
"3839",9309600101,1132.5,5.135,-0.26,10.525,11,"D","D"
"3842",9309600202,1069,4.065,-1.68,9.81,10,"T","T"
"3843",9309600302,1091,3.72,-2.16,9.6,10,"M","M"
"3844",9309600401,1070,3.17,-2.815,9.155,10,"D","D"
"3845",9309600501,965,0.86,-4.725,6.45,14,"C","C"
"3846",9309600502,964.5,0.865,-4.72,6.46,14,"C","C"
"3847",9309700301,1255.5,2.305,-2.045,6.655,6,"C","C"
"3848",9309700302,1259.5,2.235,-2.1,6.575,6,"C","C"
"3849",9309700401,1257,2.49,-1.785,6.765,6,"C","C"
"3850",9309700402,1256.5,2.49,-1.785,6.765,6,"C","C"
"3851",9309700502,1289.5,1.6,-2.7,5.895,6,"C","C"
"3852",9309700602,1257.5,2.22,-2.09,6.525,6,"C","C"
"3853",9309700701,1216.5,2.32,-2.16,6.805,6,"C","C"
"3854",9309800102,1092.5,3.26,-2.685,9.21,10,"D","D"
